gene_id,E2_rep1,E2_rep2,untr_rep1,untr_rep2
ENSG00000163644.10,1712,1608,886,1153
ENSG00000116132.7,4,1,3,4
ENSG00000161791.9,150,178,117,106
ENSG00000176797.3,0,0,1,1
ENSG00000073067.9,29,37,42,39
ENSG00000181220.11,1080,921,944,285
ENSG00000049656.9,3681,2974,2629,2668
ENSG00000114638.3,4,1,3,7
ENSG00000118495.14,177,129,168,137
ENSG00000170074.15,5,5,3,20
ENSG00000141971.8,187,295,291,233
ENSG00000147262.2,0,0,0,0
ENSG00000066379.10,0,1,1,0
ENSG00000114416.13,2611,2364,2145,2067
ENSG00000152022.7,20,19,27,30
ENSG00000134905.12,880,806,876,805
ENSG00000017483.10,6,5,3,6
ENSG00000170142.7,1984,1879,1668,1561
ENSG00000120594.12,1586,1527,1532,1320
ENSG00000148680.11,17,21,9,9
ENSG00000143797.7,692,738,535,763
ENSG00000268846.1,0,0,0,0
ENSG00000113249.8,5,4,5,3
ENSG00000249139.1,0,0,0,0
ENSG00000173714.7,0,0,0,0
ENSG00000164976.8,1392,1186,1417,1401
ENSG00000142188.12,669,575,601,418
ENSG00000108468.10,4189,3366,3748,3146
ENSG00000100146.12,0,0,0,0
ENSG00000175220.7,1305,1082,1116,918
ENSG00000141480.13,523,331,353,327
ENSG00000141295.9,273,226,217,239
ENSG00000154721.10,22,17,15,22
ENSG00000150275.13,37,31,37,68
ENSG00000273045.1,53,30,19,17
ENSG00000083896.8,1888,1378,1450,1233
ENSG00000139684.9,2446,2175,2111,1923
ENSG00000269711.1,15,19,6,4
ENSG00000154217.10,1917,1618,1604,1481
ENSG00000116455.9,2151,1789,1279,1019
ENSG00000125731.8,264,193,231,249
ENSG00000179058.5,0,0,0,0
ENSG00000254087.3,85,102,130,55
ENSG00000213240.7,1025,1037,791,757
ENSG00000249115.4,360,414,300,388
ENSG00000164946.15,6,14,9,17
ENSG00000136944.13,1519,1298,561,446
ENSG00000166278.10,52,41,46,34
ENSG00000182836.5,8,6,4,8
ENSG00000157087.12,14,9,9,51
ENSG00000197580.7,94,82,74,54
ENSG00000273088.1,50,22,28,21
ENSG00000183346.6,6,7,2,4
ENSG00000116205.6,51,17,88,57
ENSG00000155868.7,418,319,351,387
ENSG00000141096.4,0,0,0,0
ENSG00000176731.7,636,510,491,468
ENSG00000101333.12,969,1074,876,907
ENSG00000137804.8,1336,1145,1313,1216
ENSG00000231213.2,0,2,0,0
ENSG00000198556.9,803,580,607,563
ENSG00000253457.1,0,0,0,0
ENSG00000168661.10,172,61,64,113
ENSG00000186471.8,4,3,3,3
ENSG00000175077.5,0,1,0,1
ENSG00000108175.12,6770,5201,5448,5678
ENSG00000103544.10,1947,1440,1501,1503
ENSG00000120235.3,0,0,0,0
ENSG00000174405.9,521,472,450,431
ENSG00000196411.5,4085,3936,4412,7903
ENSG00000102226.5,2964,2271,2577,2323
ENSG00000272916.1,32,82,84,34
ENSG00000170807.11,3,0,1,3
ENSG00000106290.10,1730,1075,1641,1028
ENSG00000177707.6,48,22,75,47
ENSG00000010017.9,3027,1285,1417,1159
ENSG00000121879.3,1032,889,832,1016
ENSG00000117640.13,492,541,503,474
ENSG00000182346.13,1,0,0,1
ENSG00000102554.9,511,466,198,772
ENSG00000128596.12,55,45,71,54
ENSG00000171815.3,3,1,5,5
ENSG00000185158.8,57,100,71,82
ENSG00000164181.9,735,765,738,777
ENSG00000214194.4,239,238,182,192
ENSG00000118271.5,17,7,4,5
ENSG00000102125.11,235,178,210,160
ENSG00000198380.8,2146,1974,1791,1684
ENSG00000163630.6,24,22,15,66
ENSG00000154099.13,31,27,30,30
ENSG00000145029.7,97,55,73,74
ENSG00000254106.1,0,1,0,0
ENSG00000231850.3,0,0,1,0
ENSG00000167674.10,1094,907,922,886
ENSG00000168614.13,869,866,800,311
ENSG00000144852.12,41,35,40,29
ENSG00000120215.5,0,0,0,0
ENSG00000141736.9,4076,3266,3826,3389
ENSG00000205775.8,0,0,1,1
ENSG00000131831.13,62,46,39,28
ENSG00000143947.8,5691,4723,5011,4088
ENSG00000136574.13,7,10,2,4
ENSG00000132498.7,6,5,7,7
ENSG00000110108.5,3210,2442,2318,2019
ENSG00000169551.8,9,7,6,4
ENSG00000187257.10,1308,1188,1266,874
ENSG00000170289.8,58,45,50,28
ENSG00000174136.7,120,149,1019,716
ENSG00000183706.4,0,0,0,0
ENSG00000118113.7,1,0,0,0
ENSG00000147488.7,25,14,19,23
ENSG00000070413.14,1804,2346,2369,2198
ENSG00000145879.6,0,0,0,0
ENSG00000147044.16,4466,3808,3687,3558
ENSG00000041515.11,81,63,27,81
ENSG00000171936.1,1,0,0,0
ENSG00000257727.1,889,704,767,698
ENSG00000140350.11,1951,2867,1610,2746
ENSG00000171657.5,0,0,0,0
ENSG00000122741.11,27,15,18,100
ENSG00000184517.7,425,400,554,346
ENSG00000221986.2,4,3,3,3
ENSG00000120440.9,1,1,1,2
ENSG00000152457.13,294,295,264,216
ENSG00000156374.10,141,207,274,205
ENSG00000140749.7,0,0,0,0
ENSG00000241465.2,0,0,0,0
ENSG00000099203.2,647,368,463,309
ENSG00000172232.5,3,1,2,4
ENSG00000249222.1,6,3,77,2
ENSG00000114853.9,43,42,30,39
ENSG00000117215.10,0,0,0,0
ENSG00000183629.9,2,2,2,2
ENSG00000101190.8,1640,1394,1202,1081
ENSG00000105127.4,1680,1371,1346,1229
ENSG00000187054.10,8,4,2,4
ENSG00000183889.8,2587,2113,2092,1766
ENSG00000197021.4,1180,860,796,627
ENSG00000125813.9,0,0,0,2
ENSG00000198574.4,1,2,2,0
ENSG00000139636.11,249,198,217,204
ENSG00000100522.4,2548,2240,1813,1875
ENSG00000235268.2,0,0,0,1
ENSG00000167618.5,1,0,1,3
ENSG00000185019.12,187,268,68,273
ENSG00000131437.11,639,498,403,307
ENSG00000227140.3,0,0,0,0
ENSG00000152270.4,819,511,737,682
ENSG00000152611.7,2,2,2,4
ENSG00000173641.13,15,10,11,13
ENSG00000006125.12,3368,2888,2877,2665
ENSG00000111832.8,666,609,556,521
ENSG00000152726.14,976,772,811,786
ENSG00000115806.8,2551,2176,1952,1643
ENSG00000140006.7,436,399,336,302
ENSG00000163497.2,0,1,0,0
ENSG00000215066.3,0,0,0,0
ENSG00000230347.2,0,0,0,0
ENSG00000147119.3,62,52,58,71
ENSG00000103353.11,3495,3328,2238,2439
ENSG00000176531.6,225,202,242,225
ENSG00000267596.1,6,7,1,2
ENSG00000167113.6,923,1061,985,856
ENSG00000162078.7,341,309,274,245
ENSG00000171401.10,13,20,0,1
ENSG00000113368.7,1951,1773,2302,2100
ENSG00000203443.2,2,1,1,2
ENSG00000204495.3,0,0,0,1
ENSG00000166359.6,183,148,179,174
ENSG00000103546.14,1,1,1,2
ENSG00000141665.7,7,7,6,11
ENSG00000167528.8,424,242,458,309
ENSG00000186118.7,0,0,0,0
ENSG00000026103.15,13,14,18,20
ENSG00000160404.13,277,247,136,193
ENSG00000124479.8,5,3,8,7
ENSG00000204219.5,204,64,262,119
ENSG00000179152.14,497,388,302,362
ENSG00000136161.8,111,43,88,89
ENSG00000178662.11,5,2,4,11
ENSG00000167769.4,5,4,4,5
ENSG00000135426.10,0,0,1,2
ENSG00000164241.9,89,115,113,99
ENSG00000155729.8,418,355,413,351
ENSG00000269358.1,2,0,3,3
ENSG00000197768.6,7,6,9,10
ENSG00000269795.1,0,0,0,0
ENSG00000120696.8,818,751,662,624
ENSG00000143740.10,813,661,685,611
ENSG00000104205.8,485,393,121,59
ENSG00000175104.10,360,358,326,347
ENSG00000118492.12,295,265,262,258
ENSG00000164197.7,98,80,118,45
ENSG00000169807.6,0,0,0,1
ENSG00000178307.5,832,643,552,526
ENSG00000132671.4,0,0,0,0
ENSG00000135424.11,33,16,30,18
ENSG00000142156.10,40,34,32,50
ENSG00000100324.9,388,422,318,369
ENSG00000139044.6,34,28,8,10
ENSG00000103510.15,592,570,546,452
ENSG00000186812.8,249,952,265,464
ENSG00000164054.11,2845,2451,2381,2104
ENSG00000186364.7,89,62,108,78
ENSG00000131050.6,26,14,12,16
ENSG00000155158.16,484,450,261,477
ENSG00000065978.13,6628,5550,5025,4782
ENSG00000106305.5,800,644,548,498
ENSG00000170745.7,158,84,172,165
ENSG00000164252.8,580,511,726,451
ENSG00000135605.8,88,89,110,80
ENSG00000085552.12,640,567,830,682
ENSG00000100312.6,1,2,2,2
ENSG00000166821.4,2429,1784,1097,939
ENSG00000104671.3,573,522,518,469
ENSG00000087301.4,475,497,469,494
ENSG00000116266.6,1555,1478,1513,1437
ENSG00000133063.11,231,156,177,134
ENSG00000116198.8,795,623,582,577
ENSG00000111241.2,1,1,0,2
ENSG00000182776.4,0,0,0,1
ENSG00000111536.4,1,1,2,3
ENSG00000204278.8,2,2,3,3
ENSG00000121594.7,5,8,3,5
ENSG00000122584.8,23,65,78,77
ENSG00000073712.9,771,716,837,775
ENSG00000188428.12,38,2,8,4
ENSG00000136859.5,0,0,0,0
ENSG00000213921.6,0,0,0,1
ENSG00000184270.3,56,52,50,51
ENSG00000139304.8,87,42,72,38
ENSG00000184814.5,0,0,0,2
ENSG00000136205.12,2721,2213,2103,1907
ENSG00000112763.11,454,413,374,422
ENSG00000177483.7,1,3,1,1
ENSG00000171174.9,18,9,3,12
ENSG00000148154.5,4160,3834,1794,1767
ENSG00000160050.10,29,27,27,12
ENSG00000146072.6,383,332,407,321
ENSG00000258429.1,119,444,119,82
ENSG00000184260.4,437,352,82,326
ENSG00000019995.6,1835,1632,1666,1487
ENSG00000106541.7,1221,979,1088,883
ENSG00000164484.7,4,1,2,4
ENSG00000173614.9,214,213,139,121
ENSG00000167011.4,4,5,4,3
ENSG00000168477.13,6,2,5,1
ENSG00000099795.2,996,839,829,738
ENSG00000143390.13,1369,1142,1197,1169
ENSG00000089692.4,12,20,50,38
ENSG00000178217.9,14,13,8,19
ENSG00000177511.5,0,0,0,1
ENSG00000270099.1,0,101,106,267
ENSG00000137878.12,202,226,49,13
ENSG00000197959.9,20,0,40,0
ENSG00000168724.10,2060,1935,1751,1557
ENSG00000189332.4,3,3,2,6
ENSG00000138640.10,50,15,101,27
ENSG00000042781.8,28,20,14,45
ENSG00000002933.3,0,0,0,0
ENSG00000130177.10,1297,1200,1184,1067
ENSG00000175087.5,598,312,380,179
ENSG00000268898.1,0,0,0,0
ENSG00000157765.7,2,1,3,4
ENSG00000180043.7,1,1,0,0
ENSG00000259034.2,0,0,0,0
ENSG00000214732.1,2,3,1,1
ENSG00000169612.3,675,1190,1048,511
ENSG00000157181.10,916,680,451,1276
ENSG00000197951.4,56,42,24,14
ENSG00000172780.12,41,815,3,3
ENSG00000141741.7,247,224,173,176
ENSG00000150764.9,106,103,115,89
ENSG00000221962.3,0,0,0,0
ENSG00000128383.8,59,49,67,49
ENSG00000108395.9,20415,18916,17054,18573
ENSG00000131183.6,2,1,1,2
ENSG00000163749.13,8,73,79,80
ENSG00000132604.6,611,718,614,245
ENSG00000115947.9,652,407,623,623
ENSG00000124171.4,9439,9435,5524,5874
ENSG00000173041.7,70,123,194,515
ENSG00000084676.11,1234,832,874,699
ENSG00000087053.14,388,339,316,313
ENSG00000137225.8,4,6,6,3
ENSG00000125618.12,1011,576,1221,685
ENSG00000004846.12,19,10,15,18
ENSG00000149929.11,418,255,361,309
ENSG00000123091.4,2605,2106,2508,2441
ENSG00000197168.7,57,23,22,50
ENSG00000205126.2,1,1,1,0
ENSG00000154839.5,99,224,131,215
ENSG00000125775.10,26,14,16,21
ENSG00000226887.3,18,20,24,18
ENSG00000175879.7,14,15,3,3
ENSG00000100593.13,3,3,3,6
ENSG00000143375.10,3853,3064,4371,4066
ENSG00000213853.5,5727,6760,4398,5676
ENSG00000151611.9,182,58,54,73
ENSG00000173992.4,458,373,869,783
ENSG00000069956.7,10604,9389,7793,3941
ENSG00000116703.12,7,8,8,3
ENSG00000198837.5,1627,1431,1454,1197
ENSG00000121957.8,1074,992,1116,1027
ENSG00000185056.9,4,2,1,3
ENSG00000111049.3,0,0,0,0
ENSG00000132274.11,0,2,4,0
ENSG00000092529.18,9,6,2,8
ENSG00000266614.1,0,0,0,0
ENSG00000156804.3,580,458,264,157
ENSG00000167118.6,1473,1179,1232,1096
ENSG00000183921.5,2,2,1,9
ENSG00000204695.2,0,0,0,0
ENSG00000197948.6,749,587,596,510
ENSG00000184967.2,594,531,394,351
ENSG00000113763.6,41,14,15,9
ENSG00000155465.14,0,0,0,7
ENSG00000146830.9,4647,3499,4197,3657
ENSG00000164327.8,1324,2644,1080,1244
ENSG00000137252.5,3,3,3,5
ENSG00000165732.8,10295,9111,5209,4764
ENSG00000156876.8,179,193,213,177
ENSG00000256977.6,42,39,41,29
ENSG00000221988.8,0,0,0,0
ENSG00000166855.5,1343,1213,1211,1159
ENSG00000166860.2,653,554,517,473
ENSG00000118898.11,3159,2527,6037,2674
ENSG00000086300.11,292,154,246,265
ENSG00000142544.6,319,294,127,121
ENSG00000135744.7,0,1,0,1
ENSG00000184719.7,106,97,85,111
ENSG00000109991.4,1,2,1,3
ENSG00000108528.9,776,600,648,653
ENSG00000100410.3,644,557,531,427
ENSG00000138294.9,41,13,6,5
ENSG00000096717.7,922,828,859,923
ENSG00000186103.3,1,1,1,1
ENSG00000268923.1,1,0,1,0
ENSG00000140284.6,180,142,90,138
ENSG00000101639.14,1413,1165,1422,1329
ENSG00000107937.14,5186,4470,2968,2604
ENSG00000139330.5,0,0,0,2
ENSG00000124092.8,5,1,1,4
ENSG00000153303.12,0,0,1,1
ENSG00000262246.1,1286,1022,1032,955
ENSG00000105507.2,0,1,1,2
ENSG00000168056.10,1842,1706,1633,1439
ENSG00000100413.12,1065,751,613,554
ENSG00000158816.11,3,3,1,5
ENSG00000163170.7,363,335,292,287
ENSG00000188643.6,3372,2468,2695,2448
ENSG00000122548.3,0,1,0,1
ENSG00000146477.4,2,2,2,4
ENSG00000175202.3,1,3,1,3
ENSG00000186231.12,5,7,9,10
ENSG00000268421.1,0,0,0,0
ENSG00000185614.4,2,3,1,1
ENSG00000262730.1,3,1,1,2
ENSG00000257017.4,1,1,1,1
ENSG00000183853.13,3,2,3,9
ENSG00000169432.10,4,4,4,3
ENSG00000135363.7,9,32,30,40
ENSG00000106302.5,13,18,14,14
ENSG00000216895.4,37,154,127,19
ENSG00000001561.6,403,394,419,420
ENSG00000096088.12,1,1,1,2
ENSG00000107679.10,939,937,837,734
ENSG00000117281.11,18,166,2,133
ENSG00000116774.7,130,86,21,31
ENSG00000186566.7,1267,983,1004,1104
ENSG00000156017.8,368,376,103,250
ENSG00000147443.8,2,1,1,2
ENSG00000179144.4,0,0,0,0
ENSG00000080503.15,2604,2154,1526,1240
ENSG00000214215.3,2,0,0,2
ENSG00000188032.5,2,3,3,3
ENSG00000215046.4,0,0,0,0
ENSG00000179038.7,0,0,0,0
ENSG00000131386.13,6,3,2,11
ENSG00000100379.13,114,156,66,116
ENSG00000124193.10,7289,6380,6510,5809
ENSG00000186318.12,1206,1033,783,905
ENSG00000172243.13,6,5,4,7
ENSG00000173567.10,88,72,0,54
ENSG00000169169.10,14,16,11,13
ENSG00000179562.2,1084,835,876,773
ENSG00000172660.7,8681,6892,7642,6700
ENSG00000145476.11,38,31,0,49
ENSG00000129460.11,1023,872,672,600
ENSG00000130176.3,1,2,2,4
ENSG00000115540.10,600,1896,868,453
ENSG00000120910.10,359,310,256,233
ENSG00000174326.7,1,1,3,1
ENSG00000141759.10,888,620,572,533
ENSG00000174844.10,41,33,36,37
ENSG00000124762.9,1226,1143,1035,971
ENSG00000180061.5,4,3,5,3
ENSG00000137269.10,1750,1717,1982,1864
ENSG00000101132.5,4402,3656,3934,3319
ENSG00000105329.5,712,1491,1218,1446
ENSG00000204300.2,1,0,0,0
ENSG00000268798.1,3,6,4,5
ENSG00000183034.8,2,2,2,2
ENSG00000104970.6,1,1,0,2
ENSG00000125850.6,570,460,612,275
ENSG00000172819.12,2704,2308,3667,3202
ENSG00000035664.7,410,234,186,91
ENSG00000087903.8,52,70,94,65
ENSG00000131941.3,2829,2359,1610,1556
ENSG00000145675.10,3869,3906,2480,1687
ENSG00000133475.12,2,2,2,3
ENSG00000146963.13,4498,3850,4013,3598
ENSG00000001167.10,430,289,453,333
ENSG00000130270.12,8,5,6,6
ENSG00000204006.4,2,2,3,3
ENSG00000105072.4,30,6,10,5
ENSG00000186090.6,1,1,1,0
ENSG00000213995.7,1298,1592,1322,910
ENSG00000179636.10,0,0,3,2
ENSG00000103540.12,1254,875,1286,1063
ENSG00000116171.12,1372,1171,1172,1083
ENSG00000236294.1,0,0,0,0
ENSG00000257355.1,12,12,9,3
ENSG00000082781.7,1794,1813,1328,1350
ENSG00000095383.15,696,598,512,262
ENSG00000132517.10,3,3,3,2
ENSG00000165688.7,2076,1653,1470,1302
ENSG00000204195.3,1,0,0,3
ENSG00000179115.6,2666,2181,1675,1498
ENSG00000183876.8,1,1,1,4
ENSG00000268818.1,1,1,1,1
ENSG00000221818.4,7,10,5,11
ENSG00000187741.10,2134,1850,2043,1759
ENSG00000205846.3,229,183,189,167
ENSG00000100558.4,45,41,37,34
ENSG00000111727.7,485,367,380,345
ENSG00000182912.6,0,0,0,0
ENSG00000211450.5,888,589,640,560
ENSG00000267706.3,0,0,0,0
ENSG00000156453.9,1578,1268,1793,1575
ENSG00000163558.8,1603,1448,1251,1280
ENSG00000162636.11,3056,2663,2626,2818
ENSG00000213132.2,2,0,0,2
ENSG00000174876.12,2,2,2,4
ENSG00000138398.11,2202,2062,1919,1691
ENSG00000131467.6,1217,1183,930,869
ENSG00000197309.2,0,0,1,0
ENSG00000132549.14,8924,7299,7270,7109
ENSG00000168092.9,1822,1900,1187,1094
ENSG00000196754.6,7,6,9,10
ENSG00000117143.9,819,729,692,668
ENSG00000143466.9,280,219,383,345
ENSG00000125149.7,477,452,270,287
ENSG00000165671.14,4745,4484,4154,4361
ENSG00000186472.15,83,165,196,275
ENSG00000197208.5,275,180,168,191
ENSG00000187151.3,2,2,4,2
ENSG00000124207.12,4976,4834,4205,4079
ENSG00000125826.15,1217,1164,1181,940
ENSG00000155640.5,286,266,288,245
ENSG00000129167.5,3,2,6,5
ENSG00000244693.1,2,12,2,2
ENSG00000106785.10,419,924,442,314
ENSG00000183657.2,1,3,2,3
ENSG00000196562.10,16922,14531,13441,11683
ENSG00000069248.9,1438,1290,1359,1232
ENSG00000198839.5,426,329,409,276
ENSG00000125991.14,4501,3491,3845,3266
ENSG00000111596.7,1961,1797,1793,1617
ENSG00000108984.9,14,15,16,10
ENSG00000183576.8,2912,2673,2319,2193
ENSG00000090621.9,3154,2866,2739,2476
ENSG00000241635.3,3,3,0,2
ENSG00000250127.1,3,1,2,2
ENSG00000138100.9,4,6,11,7
ENSG00000103978.11,1500,1349,1277,1187
ENSG00000166578.5,46,77,75,16
ENSG00000135976.12,199,139,74,101
ENSG00000136448.7,1515,2608,2851,2552
ENSG00000182500.7,850,713,662,649
ENSG00000204118.1,15,15,27,22
ENSG00000187268.7,1,0,0,1
ENSG00000131019.6,24,29,23,25
ENSG00000139266.5,346,237,266,233
ENSG00000060140.4,21,21,33,37
ENSG00000213648.6,734,593,581,468
ENSG00000142871.11,744,605,407,385
ENSG00000106479.6,671,526,403,657
ENSG00000076242.10,3412,1640,1724,1536
ENSG00000198680.3,380,341,392,355
ENSG00000162645.8,252,157,225,215
ENSG00000261857.2,1,1,1,1
ENSG00000161647.14,112,119,125,84
ENSG00000188219.10,4,5,7,7
ENSG00000090402.3,7,4,1,4
ENSG00000185313.6,3,2,2,3
ENSG00000182173.8,2429,2138,1902,1620
ENSG00000164331.5,150,152,107,135
ENSG00000268822.1,0,0,0,0
ENSG00000185905.3,0,1,0,2
ENSG00000250423.2,19,17,10,12
ENSG00000134627.7,9,0,5,0
ENSG00000142186.12,2910,2309,2401,1955
ENSG00000125459.10,1021,889,575,843
ENSG00000188766.8,14,6,4,4
ENSG00000132423.6,124,77,93,95
ENSG00000213215.1,0,0,0,1
ENSG00000151116.12,356,527,277,582
ENSG00000090857.9,4666,3665,3233,2622
ENSG00000144136.6,2155,1867,1498,1325
ENSG00000154237.8,30,27,32,38
ENSG00000170209.4,0,3,1,1
ENSG00000168398.5,192,232,303,201
ENSG00000066136.15,724,524,654,554
ENSG00000112486.10,3,3,3,2
ENSG00000130368.4,0,0,0,0
ENSG00000196230.8,0,0,0,0
ENSG00000144355.10,336,256,291,264
ENSG00000145626.7,1,1,1,3
ENSG00000182809.6,2826,2591,2579,2554
ENSG00000143110.7,12,9,7,11
ENSG00000120071.8,414,343,230,365
ENSG00000198060.5,1662,1509,1437,1556
ENSG00000155876.4,629,557,541,439
ENSG00000259009.3,5,2,2,3
ENSG00000057657.10,8,13,6,7
ENSG00000154227.9,4,5,6,13
ENSG00000143994.9,13,7,7,4
ENSG00000143469.12,5,5,6,9
ENSG00000140497.12,1641,1299,1233,1164
ENSG00000267976.1,0,0,0,0
ENSG00000129226.9,29,19,29,25
ENSG00000105643.5,1167,797,690,592
ENSG00000162004.12,229,198,163,253
ENSG00000165501.12,568,542,417,379
ENSG00000182575.7,24,26,14,23
ENSG00000173535.9,16,19,23,24
ENSG00000141569.6,654,342,344,302
ENSG00000255804.1,0,0,0,0
ENSG00000268635.1,10,8,0,1
ENSG00000134533.2,146,120,10,90
ENSG00000143970.12,1819,1547,1703,1518
ENSG00000166507.12,498,205,317,240
ENSG00000157911.5,417,357,465,330
ENSG00000039537.9,2,4,1,6
ENSG00000173572.7,3,2,2,4
ENSG00000148737.11,756,455,513,593
ENSG00000143207.15,1469,1299,1400,1241
ENSG00000148690.10,198,126,140,97
ENSG00000162761.10,5,2,2,10
ENSG00000125533.4,0,0,1,0
ENSG00000180785.8,0,0,0,1
ENSG00000122420.5,14,10,11,17
ENSG00000139625.8,163,88,141,101
ENSG00000173988.8,6,7,10,10
ENSG00000147316.8,427,75,92,74
ENSG00000111711.5,733,735,551,542
ENSG00000115598.5,2,3,1,3
ENSG00000141429.9,2163,2114,1931,1954
ENSG00000099942.8,4580,3965,1952,1721
ENSG00000111537.4,0,0,0,0
ENSG00000198944.4,11,6,11,13
ENSG00000164220.6,0,0,0,0
ENSG00000157240.2,447,497,553,535
ENSG00000162614.14,7,11,13,14
ENSG00000134987.7,1290,1161,787,790
ENSG00000196072.7,1240,1051,1072,438
ENSG00000162961.9,638,744,727,514
ENSG00000129864.6,1,1,1,0
ENSG00000137968.12,26,28,24,16
ENSG00000139645.9,4521,3461,3520,1183
ENSG00000238243.2,2,2,2,3
ENSG00000150540.9,64,75,121,129
ENSG00000145491.7,16,7,16,20
ENSG00000122861.11,4,1,3,2
ENSG00000170899.6,24,19,25,35
ENSG00000135525.14,2417,2215,2138,2102
ENSG00000135083.10,160,139,148,128
ENSG00000100241.16,2381,1914,1822,1560
ENSG00000198934.3,45,44,56,50
ENSG00000230873.4,10,16,9,8
ENSG00000141446.6,1274,1268,1030,1072
ENSG00000124260.7,0,0,0,1
ENSG00000110723.7,48,107,158,148
ENSG00000244255.1,0,0,0,0
ENSG00000119714.6,476,411,108,81
ENSG00000152078.5,38,44,28,54
ENSG00000170788.9,1,1,1,1
ENSG00000001629.5,3168,3155,2814,2810
ENSG00000237649.3,590,496,594,507
ENSG00000108622.6,3,4,1,4
ENSG00000189037.6,0,0,0,0
ENSG00000132938.14,32,17,19,38
ENSG00000214309.3,37,35,46,42
ENSG00000107518.12,29,42,46,31
ENSG00000048707.9,2201,1811,1680,1662
ENSG00000125901.5,1032,836,710,671
ENSG00000155511.13,9,5,5,16
ENSG00000078061.8,1917,1543,1620,1538
ENSG00000214102.3,10,12,17,11
ENSG00000183735.5,2677,2641,2377,2230
ENSG00000166211.6,2,1,1,1
ENSG00000255767.1,1,6,2,1
ENSG00000182117.4,804,662,623,593
ENSG00000267964.1,2,12,1,1
ENSG00000103932.7,196,131,109,129
ENSG00000162076.8,953,759,697,717
ENSG00000169214.2,0,0,0,0
ENSG00000123496.3,4,4,3,2
ENSG00000076706.10,7,3,7,5
ENSG00000166747.8,7420,6529,6284,5689
ENSG00000269393.1,0,0,0,0
ENSG00000112293.10,183,175,125,161
ENSG00000183560.4,0,0,0,3
ENSG00000068400.9,1462,980,1206,970
ENSG00000143437.16,1766,1448,1573,1449
ENSG00000164398.8,9,11,8,21
ENSG00000073050.7,663,526,678,543
ENSG00000144357.12,1850,1659,1493,1601
ENSG00000146950.8,1006,665,929,877
ENSG00000145911.5,3435,2921,3428,3146
ENSG00000111262.4,0,0,0,0
ENSG00000148248.9,4224,3591,3183,2876
ENSG00000124788.13,2611,2318,2025,2071
ENSG00000196683.6,917,1028,1215,1021
ENSG00000123179.9,595,528,463,496
ENSG00000229676.2,16,38,49,45
ENSG00000198885.5,1,0,0,1
ENSG00000161326.8,487,390,438,360
ENSG00000111328.2,2769,2555,2525,2147
ENSG00000132286.7,532,378,373,305
ENSG00000196345.8,41,35,35,46
ENSG00000123171.5,1,0,0,3
ENSG00000135519.6,44,72,69,64
ENSG00000157111.8,13,12,10,7
ENSG00000223572.5,836,692,761,698
ENSG00000132718.7,7,8,4,6
ENSG00000232478.4,1,1,2,1
ENSG00000144619.10,21,23,23,46
ENSG00000259288.1,2,2,12,3
ENSG00000174021.6,1015,952,1009,962
ENSG00000082684.10,5,7,2,13
ENSG00000214140.6,13,11,13,13
ENSG00000163499.7,1,0,0,0
ENSG00000112697.11,4236,3831,4239,4192
ENSG00000141664.5,821,715,648,593
ENSG00000101292.6,3,2,3,2
ENSG00000106031.6,7,7,10,11
ENSGR0000182378.8,150,133,160,134
ENSG00000114204.10,1,0,1,1
ENSG00000070501.7,201,229,301,189
ENSG00000083845.4,8581,7148,6860,6120
ENSG00000268107.1,42,14,11,28
ENSG00000006118.10,11018,9224,9222,8688
ENSG00000113387.7,2922,2305,2496,2258
ENSG00000147789.11,452,433,446,488
ENSG00000130024.10,1537,1549,1081,1367
ENSG00000165704.10,1378,1389,1210,1076
ENSG00000138160.4,1801,1664,1961,1860
ENSG00000128944.9,385,316,438,327
ENSG00000186493.7,175,185,190,160
ENSG00000105851.6,1,1,3,5
ENSG00000085978.17,1381,1207,1211,1126
ENSG00000011083.4,2,3,2,3
ENSG00000206579.7,0,0,0,0
ENSG00000109680.6,17,21,8,14
ENSG00000117280.8,761,487,594,622
ENSG00000214160.5,515,393,419,392
ENSG00000185610.6,0,0,0,3
ENSG00000185046.14,38,314,75,337
ENSG00000113716.8,2332,1902,1910,1747
ENSG00000179988.9,118,85,93,112
ENSG00000187492.4,1,1,1,0
ENSG00000146910.7,3,5,3,2
ENSG00000115425.9,1108,966,684,737
ENSG00000147650.7,51,136,244,291
ENSG00000187955.7,15,12,9,17
ENSG00000105289.10,2124,1675,1512,1434
ENSG00000111642.10,10928,8935,10255,9247
ENSG00000176495.2,0,0,0,0
ENSG00000115423.14,137,117,108,107
ENSG00000087152.11,1620,907,1432,1318
ENSG00000213015.4,140,90,165,120
ENSG00000163322.9,206,136,299,113
ENSG00000103042.4,209,167,243,129
ENSG00000127241.12,2,1,3,7
ENSG00000180919.3,0,0,0,0
ENSG00000179046.4,3,2,1,1
ENSG00000170549.3,4,3,3,5
ENSG00000167081.12,1218,1306,1282,800
ENSG00000177106.10,2556,1863,2363,1957
ENSG00000127362.2,2,2,2,2
ENSG00000268327.1,0,0,0,0
ENSG00000160285.10,8631,5771,6430,4508
ENSG00000174595.4,0,0,0,0
ENSG00000174842.12,456,465,444,429
ENSG00000111266.4,1736,1524,1212,1084
ENSG00000157657.10,703,575,297,574
ENSG00000104611.7,523,413,610,720
ENSG00000152503.5,155,154,220,184
ENSG00000186577.7,302,312,295,252
ENSG00000148204.7,11,6,5,5
ENSG00000197467.9,5,9,9,15
