gene_id,E2_rep1,E2_rep2,untr_rep1,untr_rep2
ENSG00000132207.13,336,558,522,605
ENSG00000011451.13,2219,2029,1599,1548
ENSG00000197837.3,22,15,107,18
ENSG00000186185.9,656,507,489,438
ENSG00000136295.10,1309,1001,1124,969
ENSG00000079257.3,8142,7160,7353,7275
ENSG00000171067.6,522,580,476,412
ENSG00000247270.2,2,4,2,4
ENSG00000171757.11,1,0,0,0
ENSG00000269891.1,772,543,519,401
ENSG00000172867.3,4,5,2,1
ENSG00000128656.9,214,225,272,206
ENSG00000227059.2,0,1,1,3
ENSG00000123297.12,1358,1198,1090,1009
ENSG00000189362.7,98,87,69,86
ENSG00000240247.2,1,1,0,1
ENSG00000153832.7,125,75,101,69
ENSG00000120451.6,563,639,592,592
ENSG00000125846.11,710,715,449,487
ENSG00000125485.13,1113,827,563,525
ENSG00000268413.1,2,1,2,1
ENSG00000162747.5,1,1,2,2
ENSG00000147613.3,0,0,0,0
ENSG00000182077.6,2,2,1,0
ENSG00000172985.8,118,110,58,66
ENSG00000102076.5,2,2,2,5
ENSG00000204486.3,2,1,1,1
ENSG00000147684.3,3986,3383,3343,2225
ENSG00000110148.5,0,1,0,1
ENSG00000185721.7,964,785,692,627
ENSG00000122176.10,2,0,0,3
ENSG00000042088.9,709,636,687,580
ENSG00000169032.5,1494,1442,1318,1263
ENSG00000134014.12,526,442,427,338
ENSG00000170638.5,832,604,638,526
ENSG00000162433.10,95,110,88,393
ENSG00000037757.9,471,507,568,375
ENSG00000219435.3,14,11,13,9
ENSG00000110446.5,11,13,24,7
ENSG00000105755.3,132,70,122,125
ENSG00000171840.7,26,21,17,20
ENSG00000197343.6,0,0,0,0
ENSG00000145506.9,43,19,21,25
ENSG00000181036.9,0,1,1,2
ENSG00000171307.14,924,700,877,703
ENSG00000115486.7,425,269,317,475
ENSG00000146701.7,8779,7332,7156,6515
ENSG00000228146.2,27,30,44,39
ENSG00000115295.15,123,77,232,228
ENSG00000185482.3,80,47,67,59
ENSG00000243566.2,840,638,357,206
ENSG00000250305.4,13,6,11,6
ENSG00000012174.7,1039,930,845,813
ENSG00000174914.1,0,0,0,1
ENSG00000187391.13,48,48,57,93
ENSG00000138293.15,3764,3404,2326,2014
ENSG00000156232.6,447,426,367,372
ENSG00000067560.6,13824,11904,6134,7773
ENSG00000106733.16,173,138,100,93
ENSG00000225399.3,0,1,0,0
ENSG00000273173.1,0,1,0,0
ENSG00000243710.3,9,0,3,4
ENSG00000171611.5,1,2,1,1
ENSG00000204488.3,0,0,0,1
ENSG00000173464.10,1,0,2,2
ENSG00000092841.14,15641,11284,13857,10595
ENSG00000105642.11,8,5,11,6
ENSG00000172046.14,1202,1036,1102,910
ENSG00000170185.5,1255,1193,1057,1021
ENSG00000166922.4,8,9,8,10
ENSG00000147533.12,887,854,699,715
ENSG00000258989.1,7,51,84,6
ENSG00000126460.6,134,119,126,104
ENSG00000108239.8,462,482,460,446
ENSG00000011258.11,1598,1364,1309,1210
ENSG00000268730.1,0,0,0,0
ENSG00000126107.10,704,472,482,444
ENSG00000130427.2,2,4,1,0
ENSG00000101198.10,9,8,6,9
ENSG00000018510.8,4,7,4,4
ENSG00000111481.5,2696,2266,2146,1945
ENSG00000184205.10,619,501,611,656
ENSG00000183049.8,1141,409,383,350
ENSG00000089101.13,21,20,12,40
ENSG00000128915.7,262,342,304,313
ENSG00000160256.8,786,813,560,488
ENSG00000146386.7,1372,1239,957,1071
ENSG00000065150.14,4220,4094,3565,3080
ENSG00000151748.10,285,304,305,163
ENSG00000164626.8,1397,1153,43,41
ENSG00000173467.4,41,24,11,12
ENSG00000203867.7,14,15,16,22
ENSG00000100078.3,9,7,12,14
ENSG00000240505.4,1,3,2,2
ENSG00000088538.12,150,107,129,114
ENSG00000255093.1,0,0,0,1
ENSG00000103175.6,1,1,2,4
ENSG00000116824.4,2,1,1,3
ENSG00000180667.6,9,11,14,17
ENSG00000268156.1,0,0,0,0
ENSG00000157992.8,39,28,70,47
ENSG00000178021.9,0,0,0,0
ENSG00000205592.9,3,3,3,10
ENSG00000166263.9,89,95,101,67
ENSG00000112599.8,26,22,15,12
ENSG00000187701.3,0,1,0,0
ENSG00000160818.12,1385,1107,815,674
ENSG00000169903.6,2,2,3,3
ENSG00000101849.11,3405,2768,2984,2814
ENSG00000088298.8,239,207,802,220
ENSG00000198301.7,1376,1251,821,767
ENSG00000214046.4,1012,623,976,1055
ENSG00000123191.9,301,217,467,256
ENSG00000068796.12,1506,1289,1208,944
ENSG00000152454.3,74,61,48,43
ENSG00000241404.2,1,1,0,0
ENSG00000175354.14,791,653,549,426
ENSG00000196236.8,250,219,353,206
ENSG00000226397.3,0,0,0,0
ENSG00000184730.6,93,66,92,71
ENSG00000119927.9,595,513,422,317
ENSG00000204889.6,6,1,4,3
ENSG00000204624.6,92,57,46,53
ENSG00000145860.7,192,101,128,113
ENSG00000135164.14,949,716,1011,1050
ENSG00000008130.11,876,734,368,503
ENSG00000074582.8,341,216,200,187
ENSG00000222033.1,1,0,0,0
ENSG00000166152.3,2,1,1,0
ENSG00000188800.5,1,1,1,1
ENSG00000261833.1,3,4,6,5
ENSG00000116898.7,712,591,576,519
ENSG00000130340.10,944,848,930,913
ENSG00000073969.14,2587,2380,2203,1480
ENSG00000176937.8,0,0,0,0
ENSG00000213578.4,37,35,4,3
ENSG00000198125.8,490,395,444,368
ENSG00000143418.15,11854,10277,9602,9054
ENSG00000095539.11,7,32,3,2
ENSG00000135932.6,2984,2719,3256,3020
ENSG00000188064.5,1550,1406,1714,1619
ENSG00000145832.8,4,2,2,4
ENSG00000111679.12,690,486,536,399
ENSG00000144481.12,22,14,7,17
ENSG00000196208.9,6255,5242,1071,873
ENSG00000175809.3,0,0,0,0
ENSG00000221858.2,0,0,0,0
ENSG00000224997.1,2,2,2,2
ENSG00000197409.6,0,0,0,0
ENSG00000182628.8,1285,1343,1424,1466
ENSG00000063515.2,0,0,1,0
ENSG00000226104.1,1,1,5,1
ENSG00000165195.9,669,581,610,685
ENSG00000147873.4,0,0,0,0
ENSG00000129521.9,635,971,2442,2341
ENSG00000197429.6,203,114,179,169
ENSG00000179387.5,626,314,556,536
ENSG00000180044.3,2,23,30,23
ENSG00000268788.1,0,0,0,0
ENSG00000067704.8,3674,3287,3312,2977
ENSG00000213923.6,1590,1409,1517,1335
ENSG00000164512.13,55,47,41,41
ENSG00000158813.13,135,41,119,125
ENSG00000204256.8,43,37,46,40
ENSG00000187616.4,2,2,1,1
ENSG00000146457.10,1015,552,675,542
ENSG00000122691.8,12,8,13,12
ENSG00000144895.7,1480,3485,1183,859
ENSG00000166595.7,530,353,433,338
ENSG00000134575.5,659,484,543,478
ENSG00000204422.7,3,2,2,2
ENSG00000064199.2,130,15,56,41
ENSG00000124299.9,826,699,692,577
ENSG00000185024.11,2177,1649,1802,1737
ENSG00000108688.7,0,0,0,0
ENSG00000107099.11,1663,1474,1020,1110
ENSG00000137821.7,792,599,583,501
ENSG00000171360.3,1,0,0,2
ENSG00000043355.6,525,103,390,157
ENSG00000129993.10,8149,6080,2423,1391
ENSG00000163202.4,0,0,0,0
ENSG00000215251.3,584,430,352,323
ENSG00000159961.1,0,0,0,1
ENSG00000175262.10,42,16,16,25
ENSG00000182600.5,13,7,64,8
ENSG00000100949.10,934,798,738,710
ENSG00000135845.5,431,473,573,392
ENSG00000177051.5,632,510,578,513
ENSG00000148290.5,658,540,555,1071
ENSG00000124422.7,7855,6560,6928,6240
ENSG00000171222.6,976,854,829,803
ENSG00000103154.5,25,12,19,18
ENSG00000166816.9,52,50,42,41
ENSG00000169851.11,147,112,260,288
ENSG00000181450.13,332,158,107,91
ENSG00000189108.8,129,208,188,215
ENSG00000173542.4,475,128,400,596
ENSG00000167272.6,251,187,209,209
ENSG00000111206.8,1464,542,1229,918
ENSG00000214782.3,3,1,1,2
ENSG00000182621.12,1332,1072,925,1178
ENSG00000136698.4,1,0,0,0
ENSG00000169006.6,11,10,12,12
ENSG00000126583.6,13,13,15,14
ENSG00000121101.11,306,224,63,138
ENSG00000204669.5,1,2,1,3
ENSG00000164659.10,298,265,318,199
ENSG00000188279.7,7,5,4,4
ENSG00000197562.5,2295,1680,659,987
ENSG00000112343.8,88,75,109,130
ENSG00000124243.13,5220,3123,4400,3801
ENSG00000163239.8,6,6,7,7
ENSG00000114520.6,1660,1497,1363,1399
ENSG00000154814.9,250,252,239,210
ENSG00000168955.3,0,2,2,0
ENSG00000138435.10,1,4,1,3
ENSG00000184117.7,2208,1829,1958,1207
ENSG00000114670.9,41,79,89,21
ENSG00000180929.4,1,0,0,0
ENSG00000127528.5,38,32,25,33
ENSG00000152582.8,81,78,94,46
ENSG00000267467.2,0,0,0,0
ENSG00000155893.7,248,176,325,220
ENSG00000205143.2,4,2,2,1
ENSG00000261359.2,2,3,1,2
ENSG00000132275.6,388,385,289,185
ENSG00000005471.11,13,23,36,7
ENSG00000203930.6,10,10,7,17
ENSG00000155974.7,656,562,532,453
ENSG00000227164.2,1,3,4,6
ENSG00000029363.11,5858,5356,5241,5344
ENSG00000168610.10,1802,1296,1407,1485
ENSG00000110448.6,24,24,26,29
ENSG00000188112.4,1555,1335,501,400
ENSG00000213689.5,63,8,80,91
ENSG00000178397.8,112,49,55,416
ENSG00000099139.9,21,14,15,23
ENSG00000103148.11,1063,771,877,730
ENSG00000134207.10,9,3,0,21
ENSG00000197893.9,11,3,6,7
ENSG00000127252.4,2,1,1,3
ENSG00000155749.8,25,27,19,16
ENSG00000145332.9,1043,968,1079,829
ENSG00000184185.5,1,5,2,4
ENSG00000235568.2,6,8,9,11
ENSG00000100994.7,4279,3331,3637,2851
ENSG00000124588.15,420,352,466,361
ENSG00000259571.1,0,0,0,0
ENSG00000059691.7,231,144,231,147
ENSG00000137807.9,2219,1879,2013,1873
ENSG00000087077.7,4551,4012,4246,3795
ENSG00000137812.15,870,878,750,852
ENSG00000203950.6,1668,1332,1327,1119
ENSG00000013016.10,108,93,59,121
ENSG00000178928.4,2,1,2,2
ENSG00000165490.8,134,124,131,181
ENSG00000186073.7,375,350,347,340
ENSG00000115084.8,1301,1167,1183,1015
ENSG00000109917.6,1200,910,729,559
ENSG00000266173.1,762,507,717,736
ENSG00000165757.8,26,25,27,26
ENSG00000164402.9,4105,3613,4082,3632
ENSG00000268702.1,0,0,0,0
ENSG00000205544.3,77,100,45,66
ENSG00000172037.9,3094,2219,2255,2163
ENSG00000170935.5,6,5,5,8
ENSG00000155957.12,1017,960,901,792
ENSG00000198743.5,163,516,135,20
ENSG00000129474.11,260,185,446,334
ENSG00000095370.15,9,11,7,4
ENSG00000131781.8,1539,489,1462,1312
ENSG00000187730.6,14,9,26,21
ENSG00000021355.8,956,896,956,945
ENSG00000143167.7,3,2,1,3
ENSG00000198597.4,17,16,5,31
ENSG00000068078.13,1249,979,880,997
ENSG00000121377.2,0,0,0,0
ENSG00000130202.5,4872,4025,3922,3488
ENSG00000130338.8,1227,1240,924,843
ENSG00000174177.8,839,766,510,486
ENSG00000156639.7,1740,1556,1643,1439
ENSG00000081760.12,3208,2289,2200,1976
ENSG00000072310.12,6797,5519,6736,6130
ENSG00000159248.4,0,0,0,0
ENSG00000119403.9,1052,861,951,691
ENSG00000128253.9,2,3,1,3
ENSG00000171357.5,9,7,17,12
ENSG00000136717.10,31,23,33,20
ENSG00000214842.5,235,175,211,152
ENSG00000118473.17,4,2,2,4
ENSG00000162039.10,13,14,14,13
ENSG00000176387.6,265,106,210,194
ENSG00000164603.7,413,632,784,817
ENSG00000151876.8,214,133,235,204
ENSG00000125657.3,36,21,29,40
ENSG00000256591.1,3,1,21,4
ENSG00000146373.12,2,2,2,8
ENSG00000144452.10,60,59,84,43
ENSG00000213171.2,2,2,0,1
ENSG00000197548.8,1062,915,1032,724
ENSG00000161640.11,1,1,1,1
ENSG00000186416.8,1256,1096,721,685
ENSG00000128591.11,2,4,1,3
ENSG00000205038.7,353,301,54,289
ENSG00000162849.11,73,64,50,72
ENSG00000100351.12,11,10,15,17
ENSG00000150471.11,163,126,122,149
ENSG00000132388.8,2192,1914,1718,1627
ENSG00000110492.11,466,404,422,315
ENSG00000204120.10,5075,1799,1805,1713
ENSG00000187957.7,25,25,12,45
ENSG00000187855.5,1,1,0,2
ENSG00000178078.7,1696,1487,1484,1285
ENSG00000183309.7,1703,1504,1554,1366
ENSG00000157837.11,1832,1628,1692,1644
ENSG00000169398.15,4433,3854,3956,3570
ENSG00000134538.2,4,3,3,5
ENSG00000105261.5,5,5,3,3
ENSG00000117748.5,764,590,652,603
ENSG00000183431.7,1567,1311,1127,1066
ENSG00000197697.3,136,123,133,109
ENSG00000065809.9,1038,959,1143,1159
ENSG00000184988.4,23,15,19,9
ENSG00000100373.5,407,370,345,307
ENSG00000039650.5,552,507,510,476
ENSG00000164442.8,2170,1891,1845,1769
ENSG00000163637.7,1196,1087,138,1153
ENSG00000162510.5,64,42,51,36
ENSG00000105699.12,3335,2880,2676,2570
ENSG00000186487.13,12,9,5,27
ENSG00000132478.5,1506,1272,1454,1360
ENSG00000177842.7,59,114,159,115
ENSG00000126550.4,0,0,0,0
ENSG00000158604.10,954,416,758,666
ENSG00000129749.3,18,7,3,21
ENSG00000125995.11,756,709,648,604
ENSG00000108298.5,9598,8093,8197,7017
ENSG00000184647.6,1,2,1,5
ENSG00000144407.5,24,20,21,25
ENSG00000168374.6,2688,2261,2264,2010
ENSG00000248751.2,55,229,17,38
ENSG00000186675.5,0,0,0,0
ENSG00000140416.15,3379,2514,2207,1746
ENSG00000269514.1,3,6,11,11
ENSG00000149743.9,368,282,306,235
ENSG00000268688.1,4,4,5,4
ENSG00000189221.5,417,239,141,189
ENSG00000113407.9,4528,4035,3488,3397
ENSG00000104755.10,31,21,9,15
ENSG00000213619.5,1549,1165,1447,1196
ENSG00000244045.6,459,378,425,627
ENSG00000230989.2,6018,4188,5140,5301
ENSG00000236761.4,0,0,0,0
ENSG00000270466.1,9,2,2,0
ENSG00000146833.11,754,1124,966,934
ENSG00000133169.5,10,9,5,7
ENSG00000164816.6,0,0,0,0
ENSG00000166170.9,1795,1838,1035,995
ENSG00000182195.6,3820,3232,3228,2768
ENSG00000139899.6,56,38,64,53
ENSG00000000419.8,2832,2616,2436,2292
ENSG00000173674.6,4094,3857,3150,2979
ENSG00000140015.15,9,9,6,20
ENSG00000175395.11,100,87,129,134
ENSG00000078304.15,2132,1917,2174,1850
ENSG00000237172.3,120,80,62,54
ENSG00000136878.8,731,528,494,379
ENSG00000104969.5,1564,1294,1144,1056
ENSG00000026025.9,6,8,8,7
ENSG00000185899.1,0,0,0,0
ENSG00000244462.3,1412,2215,348,898
ENSG00000125740.9,10,9,5,2
ENSG00000100599.11,50,30,45,64
ENSG00000104866.6,1253,1143,1064,1098
ENSG00000147403.12,22795,16972,18886,16518
ENSG00000174996.7,1622,1224,1161,1033
ENSG00000167635.7,2515,1307,1540,1435
ENSG00000118961.10,500,456,536,405
ENSG00000178690.2,0,0,0,1
ENSG00000129932.3,412,265,239,163
ENSG00000172888.7,205,376,447,315
ENSG00000149633.7,2,0,2,7
ENSG00000185962.1,0,0,0,0
ENSG00000239704.6,232,75,27,96
ENSG00000197121.10,280,270,283,343
ENSG00000174871.6,213,170,183,154
ENSG00000010438.12,4,3,4,4
ENSG00000133101.5,5,2,2,5
ENSG00000105287.8,1024,849,1013,924
ENSG00000178809.7,114,114,83,79
ENSG00000109689.10,466,418,600,541
ENSG00000257923.5,10702,9063,8858,8267
ENSG00000205403.8,5,3,7,6
ENSG00000172208.3,0,0,0,0
ENSG00000107807.8,0,1,2,1
ENSG00000204842.10,669,681,738,761
ENSG00000269026.2,2,19,9,6
ENSG00000103061.7,486,245,384,183
ENSG00000189127.3,104,80,126,121
ENSG00000204969.5,34,8,17,16
ENSG00000128833.8,5469,4718,5374,4240
ENSG00000184588.13,9,11,7,15
ENSG00000253426.1,12,12,11,10
ENSG00000127325.14,2,3,5,7
ENSG00000163866.8,477,391,363,371
ENSG00000197746.9,16845,14093,13928,12670
ENSG00000125967.12,378,263,337,259
ENSG00000089737.11,4443,3587,3064,2524
ENSG00000137142.4,12,7,14,10
ENSG00000164077.9,129,125,51,72
ENSG00000138315.8,703,596,572,503
ENSG00000110700.2,4919,3815,3903,3819
ENSG00000119285.6,3231,3082,1609,2003
ENSG00000184672.7,20,22,18,34
ENSG00000184304.10,46,17,53,19
ENSG00000110245.7,1,1,0,1
ENSG00000186150.3,1,0,1,1
ENSG00000146242.5,4489,4085,2048,1912
ENSG00000261567.1,5,8,7,8
ENSG00000198225.4,421,433,373,322
ENSG00000134595.6,95,80,34,29
ENSG00000139291.9,403,330,340,404
ENSG00000131238.12,3384,2692,3100,2870
ENSG00000164129.7,19,15,2,0
ENSG00000105810.5,412,1596,1005,2419
ENSG00000137449.11,537,415,861,479
ENSG00000160221.12,2916,2481,2329,2111
ENSG00000204599.10,0,0,0,0
ENSG00000071246.6,223,200,171,223
ENSG00000160201.7,4068,3251,3267,2895
ENSG00000152082.9,1019,884,864,896
ENSG00000131351.10,393,234,374,319
ENSG00000172115.4,759,1823,523,455
ENSG00000127720.3,69,72,176,141
ENSG00000211455.3,724,966,759,670
ENSG00000128266.7,0,78,141,53
ENSG00000138459.4,207,334,102,180
ENSG00000128713.11,0,1,0,2
ENSG00000142494.9,117,91,93,73
ENSG00000053770.7,595,333,528,543
ENSG00000145002.8,52,68,81,70
ENSG00000176261.11,225,230,190,229
ENSG00000131721.4,1,1,1,2
ENSG00000205177.5,1,1,1,1
ENSG00000170180.15,1,1,1,3
ENSG00000138107.7,2298,1872,1827,1560
ENSG00000076351.8,32,66,3,29
ENSG00000135940.2,1982,1524,1725,1440
ENSG00000160051.7,86,92,134,107
ENSG00000171291.4,10,11,11,7
ENSG00000166482.7,7,5,5,2
ENSG00000164022.12,2234,2216,1833,1807
ENSG00000120498.9,22,23,24,38
ENSG00000175470.14,1495,1378,1302,1278
ENSG00000160271.10,1723,1427,1351,958
ENSG00000162104.5,3480,2594,1508,884
ENSG00000196466.6,160,64,119,92
ENSG00000135722.4,124,112,47,155
ENSG00000166503.4,5049,2085,5183,1870
ENSG00000196532.4,20,7,11,13
ENSG00000118777.6,97,59,65,49
ENSG00000170791.13,383,342,375,301
ENSG00000116711.8,3,5,2,8
ENSG00000196547.10,2574,1833,1863,1666
ENSG00000159259.7,615,481,583,514
ENSG00000177243.3,0,0,1,1
ENSG00000069482.6,65,64,53,28
ENSG00000119661.10,337,143,205,289
ENSG00000176986.10,2896,2354,2355,1972
ENSG00000113742.8,425,732,377,409
ENSG00000163131.6,31,14,31,23
ENSG00000069974.11,334,229,286,276
ENSG00000132199.14,786,645,707,686
ENSG00000183695.2,0,2,1,0
ENSG00000177432.6,0,0,0,0
ENSG00000152518.5,6854,7094,5835,6186
ENSG00000136813.10,5211,4406,4466,4171
ENSG00000104221.8,286,45,312,264
ENSG00000099284.9,276,325,323,525
ENSG00000267873.1,0,0,0,0
ENSG00000065183.11,3843,3315,1625,1445
ENSG00000119138.3,284,287,274,253
ENSG00000143401.10,2299,2185,2152,2172
ENSG00000172497.4,6,2,2,7
ENSG00000254598.2,51,347,355,285
ENSG00000164109.9,1490,1219,1380,1272
ENSG00000130592.9,7,6,7,5
ENSG00000182415.8,0,0,0,0
ENSG00000125879.4,3,2,3,3
ENSG00000156966.6,22,30,19,25
ENSG00000204977.5,358,245,359,294
ENSG00000123838.6,3,3,4,7
ENSG00000272897.1,1,1,309,1
ENSG00000169100.8,4858,3986,3945,3645
ENSG00000139679.11,35,0,0,0
ENSG00000261832.1,30,13,20,3
ENSG00000122783.12,320,342,439,330
ENSG00000172183.10,157,144,89,95
ENSG00000182993.3,15,13,11,14
ENSG00000185504.12,1139,971,812,653
ENSG00000099812.6,1871,1595,2129,2034
ENSG00000149300.5,192,146,160,179
ENSG00000165458.9,5553,4574,5064,4499
ENSG00000129007.10,82,348,87,93
ENSG00000183395.4,3,87,1,12
ENSG00000127774.6,261,88,37,43
ENSG00000075702.12,871,762,817,668
ENSG00000176049.11,19,15,25,26
ENSG00000151743.6,81,74,84,48
ENSG00000119782.9,8,3,0,4
ENSG00000142583.13,7,6,4,6
ENSG00000269766.1,0,0,0,0
ENSG00000136866.9,2,0,1,2
ENSG00000197535.10,2054,2087,1656,1766
ENSG00000151917.13,308,289,311,336
ENSG00000049769.8,124,132,226,194
ENSG00000140009.14,2476,2327,2380,2224
ENSG00000183307.3,54,49,23,23
ENSG00000130700.6,1,3,0,0
ENSG00000129235.6,340,431,415,271
ENSG00000182810.5,0,0,0,0
ENSG00000175376.4,725,525,465,295
ENSG00000104967.6,6,5,8,8
ENSG00000136631.8,1437,1359,1395,1264
ENSG00000228198.1,0,0,0,0
ENSG00000163440.6,3,2,2,5
ENSG00000157131.10,1,1,0,3
ENSG00000128191.9,1090,882,1174,778
ENSG00000136048.9,2240,1883,3024,2275
ENSG00000112379.8,4519,3896,4194,4131
ENSG00000100784.5,602,607,550,549
ENSG00000187583.6,123,95,135,91
ENSG00000114770.12,7962,6296,8512,7332
ENSG00000133739.11,174,151,190,226
ENSG00000215182.6,9,4,5,4
ENSG00000184033.8,1,1,1,1
ENSG00000089022.9,1358,1081,1136,838
ENSG00000172270.14,9204,7904,7715,7225
ENSG00000205300.3,1,0,0,1
ENSG00000163288.9,16,12,12,15
ENSG00000204403.5,0,0,0,0
ENSG00000183801.3,4,3,7,7
ENSG00000121774.13,2724,2522,2376,2342
ENSG00000100350.10,714,700,688,568
ENSG00000128322.6,4,2,3,2
ENSG00000174917.4,261,143,115,221
ENSG00000141522.7,6912,5534,5431,4734
ENSG00000113302.4,0,0,1,0
ENSG00000188996.4,5,4,3,4
ENSG00000221947.3,76,46,78,43
ENSG00000250799.5,3,2,1,2
ENSG00000044446.7,1122,927,896,734
ENSG00000084093.11,2485,2447,2689,2784
ENSG00000197299.6,454,466,351,435
ENSG00000174891.8,816,610,740,554
ENSG00000119231.6,1771,1991,1759,1913
ENSG00000148950.5,173,153,118,126
ENSG00000107738.15,3,0,1,0
ENSG00000161850.2,2,1,1,4
ENSG00000105281.8,8012,6691,5286,4935
ENSG00000151366.8,2171,1966,1731,1766
ENSG00000178385.9,190,146,41,97
ENSG00000204967.6,11,7,19,18
ENSG00000168070.7,7,6,7,6
ENSG00000249016.1,0,0,0,0
ENSG00000152520.9,2346,1944,2236,2219
ENSG00000144285.11,3,3,1,4
ENSG00000179178.6,53,93,33,123
ENSG00000134940.9,17,24,32,34
ENSG00000042493.11,58,57,65,72
ENSG00000023041.7,811,723,684,663
ENSG00000107372.8,662,507,699,662
ENSG00000215021.4,1456,976,986,1013
ENSG00000144230.12,0,0,0,0
ENSG00000187689.5,335,236,321,311
ENSG00000159640.10,0,9,0,7
ENSG00000125877.8,812,657,595,553
ENSG00000217825.2,0,0,0,0
ENSG00000165682.10,1,0,1,3
ENSG00000184227.3,4,0,4,0
ENSG00000152578.8,7,4,5,12
ENSG00000001497.12,1694,1349,1140,972
ENSG00000167766.14,1078,408,614,627
ENSG00000204514.5,50,28,31,26
ENSG00000153107.7,1162,897,657,711
ENSG00000267426.1,15,16,14,5
ENSG00000169689.10,1944,1462,2782,1295
ENSG00000157884.6,5,3,1,9
ENSG00000234298.1,0,0,0,0
ENSG00000183888.4,2,3,2,0
ENSG00000267845.1,0,0,0,0
ENSG00000215717.5,1512,1461,1271,1157
ENSG00000231192.1,0,0,0,0
ENSG00000147955.12,255,238,195,146
ENSG00000011201.6,161,141,130,133
ENSG00000204828.2,13,9,7,5
ENSG00000204442.2,24,18,19,29
ENSG00000149485.12,278,196,205,157
ENSG00000070882.8,13,12,9,12
ENSG00000180440.3,0,1,0,3
ENSG00000024422.7,58,47,26,45
ENSG00000096433.6,5379,4350,4656,4020
ENSG00000215009.5,10,5,10,7
ENSG00000141161.7,145,156,122,293
ENSG00000185829.11,50,46,59,50
ENSG00000154359.8,454,567,319,366
ENSG00000126456.11,1371,1083,1090,956
ENSG00000179889.14,6523,5772,4811,4323
ENSG00000136908.13,929,1045,551,447
ENSG00000124449.6,1,1,0,1
ENSG00000140941.8,2171,1985,4285,1958
ENSG00000254636.1,1,2,1,2
ENSG00000139318.7,73,56,34,51
ENSG00000142273.6,11,10,7,6
ENSG00000181061.9,1067,828,778,775
ENSG00000144283.17,3831,2956,3578,3460
ENSG00000100191.4,16,9,14,20
ENSG00000059145.14,623,995,1396,834
ENSG00000167862.5,669,570,599,543
ENSG00000116691.6,236,184,172,114
ENSG00000164403.10,27,2,11,2
ENSG00000170949.13,695,613,669,586
ENSG00000174015.5,3,2,4,5
ENSG00000105612.4,1705,1419,1480,1347
ENSG00000197110.4,2,4,2,2
ENSG00000121690.5,3,3,5,5
ENSG00000101266.12,2080,1689,1741,1582
ENSG00000184949.11,64,64,85,57
ENSG00000136546.9,2,2,1,2
ENSG00000112530.7,16,41,14,18
ENSG00000169550.8,0,0,0,0
ENSG00000152076.14,82,100,113,69
ENSG00000168505.6,19,18,15,21
ENSG00000123415.10,601,454,465,400
ENSG00000213928.4,1695,1293,1302,1492
ENSG00000168397.12,2539,804,2066,791
ENSG00000183401.7,281,241,263,227
ENSG00000123545.5,463,439,232,207
ENSG00000197302.6,193,242,434,130
ENSG00000213920.4,193,128,144,167
ENSG00000140955.6,5,5,2,0
ENSG00000037749.7,173,152,222,49
ENSG00000008323.11,213,151,124,104
ENSG00000136603.9,848,1831,1302,1350
ENSG00000113643.4,1620,1445,1215,1245
ENSG00000164107.7,0,0,0,1
ENSG00000169507.5,26,29,25,26
ENSG00000182768.7,2150,2004,2878,1957
ENSG00000167232.9,314,217,174,41
ENSG00000155754.10,8,7,16,11
ENSG00000168395.10,593,464,465,492
ENSG00000126500.3,0,6,1,1
ENSG00000178795.5,14,7,6,6
ENSG00000205869.2,92,60,82,68
ENSG00000181963.5,0,0,0,0
ENSG00000141298.13,962,748,1072,971
ENSG00000091128.8,7,9,5,16
ENSG00000187210.8,161,292,621,236
ENSG00000198842.5,4,1,1,3
ENSG00000196152.6,259,230,183,146
ENSG00000147118.6,47,130,190,144
ENSG00000176895.8,0,0,0,0
ENSG00000074211.9,639,515,465,381
ENSG00000203740.3,1,1,1,2
ENSG00000135678.7,32,35,114,110
ENSG00000171861.6,477,300,333,269
ENSG00000267314.1,0,108,25,94
ENSG00000117697.10,145,169,86,163
ENSG00000112118.13,5572,4514,4883,4097
ENSG00000170619.8,582,486,232,463
ENSG00000259305.1,34,19,87,87
ENSG00000165288.10,438,322,317,355
ENSG00000212659.1,0,0,0,0
ENSG00000173391.4,0,3,0,1
ENSG00000164086.8,379,325,198,159
ENSG00000184602.5,764,611,680,679
ENSG00000172375.8,688,623,639,471
ENSG00000258992.1,0,0,0,0
ENSG00000050327.10,868,682,759,858
ENSG00000268640.1,0,0,0,0
ENSG00000132970.8,697,613,426,410
ENSG00000168539.3,109,78,173,175
ENSG00000143321.14,13421,10906,12415,9082
ENSG00000183137.10,80,60,86,47
ENSG00000185640.5,0,1,1,3
ENSG00000214597.4,1,1,1,1
ENSG00000205081.4,174,124,151,122
ENSG00000093167.13,2443,1058,550,608
ENSG00000197776.3,14,23,20,17
ENSG00000080618.9,18,6,12,16
ENSG00000197822.6,1126,1019,1162,1261
ENSG00000204850.3,0,0,0,2
ENSG00000241697.3,12,15,22,11
ENSG00000185513.10,144,241,70,88
ENSG00000146383.7,0,0,0,0
ENSG00000102794.5,2,1,1,1
ENSG00000155846.12,416,356,291,160
ENSG00000152804.6,86,60,119,129
ENSG00000065268.6,563,456,462,412
ENSG00000065665.16,298,266,244,245
ENSG00000152779.12,4,5,5,11
ENSG00000235705.4,2,0,1,0
ENSG00000104219.8,19,26,31,12
