"logFC" "logCPM" "PValue" "FDR"
"ENSG00000110025.8" -2.11802579074773 3.01599094185856 0.00360166700877395 0.0936801690891531
"ENSG00000159461.10" 0.660077744655907 6.75576108334663 0.00367667424041374 0.0953008752698627
"ENSG00000095015.5" 0.687929854643011 6.41862511267869 0.00367896294972109 0.0953008752698627
"ENSG00000144476.5" -0.651680016083617 8.52861921716347 0.00371840173020719 0.0961267309075311
"ENSG00000143882.5" 1.87132539135623 1.36171378103265 0.00374460671123111 0.0966078149293072
"ENSG00000139116.13" 0.674249223571661 6.99353518146291 0.00376156220179863 0.0967542068773793
"ENSG00000167395.10" -1.03655266521641 6.38140474968061 0.00376549511787898 0.0967542068773793
"ENSG00000133789.10" -0.916613109221923 5.15862211489677 0.00378565462464158 0.097076091070194
"ENSG00000149476.10" 0.920622360762165 6.82953831761894 0.00379701391724467 0.0971095462772281
"ENSG00000154447.10" -0.857312409535298 5.47990122973732 0.00380222926692819 0.0971095462772281
"ENSG00000177034.10" -1.2421145624129 3.95032177818182 0.00380995799061236 0.0971119352356686
"ENSG00000138771.10" 0.721839563318893 7.1348402099606 0.0038615251761446 0.0981692584415889
"ENSG00000168830.6" 1.72722957273033 1.23662789763137 0.00386687620718893 0.0981692584415889
"ENSG00000075426.7" 0.693484739528829 7.30984908607243 0.00390664456894367 0.0987913522019125
"ENSG00000139278.5" -1.65638563928195 4.56968369587131 0.00390691486418445 0.0987913522019125
"ENSG00000127526.9" 0.843697561629574 6.77030510399442 0.00393323438649248 0.0991307250024634
"ENSG00000139132.10" -1.05382446695295 4.87188546286377 0.00393592390331347 0.0991307250024634
"ENSG00000142794.14" 1.17079986093937 4.71946973628551 0.00395425020589806 0.0993560984629986
"ENSG00000189339.7" 0.673828518185413 6.6889570694131 0.00396049547297274 0.0993560984629986
"ENSG00000148843.9" 0.665649491561104 6.97018021124893 0.00397798089711667 0.0995983051780058
"ENSG00000111845.4" 1.10066075266824 5.0713214072043 0.00401015811048199 0.0999437491464994
"ENSG00000160208.11" 0.66404130737801 6.68699677868601 0.00401227130904453 0.0999437491464994
"ENSG00000152229.14" 1.26531647902645 4.00776809384846 0.00401535150671132 0.0999437491464994
"ENSG00000243244.1" -1.01784137266873 5.5782184439962 0.00405879794109891 0.100827834009447
"ENSG00000248751.2" 2.22935895190294 2.29877730576606 0.0040731612012707 0.100843223284303
"ENSG00000146909.3" 0.810513577664079 5.83528002364198 0.00407527453165591 0.100843223284303
"ENSG00000077514.4" -0.905320912048156 5.21925925177905 0.00413730219338859 0.102011256628
"ENSG00000155275.14" 1.25041949076208 4.81824296616182 0.00413851784102901 0.102011256628
"ENSG00000105219.4" 1.6716474343883 1.70351108708538 0.00415680572224988 0.102193179264582
"ENSG00000088876.7" 1.96737673160839 1.25656881294494 0.00416196767505728 0.102193179264582
"ENSG00000067560.6" 0.693937932269763 9.10920087042674 0.00417451282707058 0.102303716083836
"ENSG00000139323.9" 1.26662115107831 5.33042433100361 0.00418896311120625 0.102460426560447
"ENSG00000214530.3" 0.704334594921876 8.17825893907163 0.00419841603442338 0.10249453654862
"ENSG00000204352.2" 1.52118153902132 2.77060541290672 0.00427738180214797 0.104222258891801
"ENSG00000101331.11" 1.59360064924963 1.71607796757516 0.00434672252156742 0.105709299716665
"ENSG00000155380.7" 2.02159235723829 4.06056123830963 0.00436177158148965 0.105872848749937
"ENSG00000166813.10" -2.23365783229634 4.32397586212779 0.00438653989551073 0.106128688664501
"ENSG00000185730.3" 1.10418285097887 4.8175256557688 0.00438899994005247 0.106128688664501
"ENSG00000159423.12" 0.675663439418511 7.13128424197333 0.00451274003535809 0.108913739107627
"ENSG00000246366.2" -2.17497508438587 2.63180661282783 0.00454157364202239 0.109402036274399
"ENSG00000196427.9" 1.49318505747988 2.22516592368183 0.00457210283178262 0.109929255042426
"ENSG00000115295.15" -1.4018186369056 3.27078168971625 0.00461641106989096 0.110785155467817
"ENSG00000145675.10" 0.734324286873488 7.37693274566422 0.00467047982995087 0.111399040585381
"ENSG00000171970.8" 1.34788720695879 3.3313867878761 0.00467197850139787 0.111399040585381
"ENSG00000147650.7" -1.65279925058821 3.42789439667319 0.00468172987680328 0.111399040585381
"ENSG00000177192.9" 0.718680618175175 6.18794927051147 0.00468546030582257 0.111399040585381
"ENSG00000150990.3" 0.672047584006621 6.40003427765048 0.00468578400135063 0.111399040585381
"ENSG00000264187.1" -2.6204525677827 2.24864642758489 0.00473111701032276 0.112083661469051
"ENSG00000156030.8" 0.738044903010156 7.12375712082668 0.00473220585021466 0.112083661469051
"ENSG00000138867.12" 0.777642264318414 6.06071826477073 0.00476101695483475 0.112556458454541
"ENSG00000179958.4" 0.86506448944359 7.27743289469906 0.00477949635492281 0.112783699699932
"ENSG00000164898.8" 1.54454283426604 2.06298028630212 0.00481928492862318 0.113512009272515
"ENSG00000158050.4" 1.23505249705401 3.84924430144659 0.00487059989902802 0.114474226986343
"ENSG00000101463.5" 1.55140779809186 2.00503978987318 0.0048781375129018 0.114474226986343
"ENSG00000121210.11" -0.686611067888544 6.2515121925192 0.00490922004412034 0.114752155366961
"ENSG00000196872.6" -1.09950715753562 4.6032455319916 0.00491106105881618 0.114752155366961
"ENSG00000171791.10" 2.10660903002831 2.48022179162748 0.0049170473052122 0.114752155366961
"ENSG00000160214.8" 0.686199315072871 7.01131657096821 0.00494164098995628 0.115114893317315
"ENSG00000269403.1" 2.35156099905824 1.91482233056039 0.00495775421447588 0.115279114906616
"ENSG00000174165.3" -0.955746176186639 5.50804415937849 0.00500656566394239 0.116201658174605
"ENSG00000178971.9" 1.26193693478408 3.90851623742888 0.0050442564100985 0.116863200874395
"ENSG00000187607.11" 1.25742821090561 3.84705077161382 0.00506801289446006 0.117200101826614
"ENSG00000136868.9" 1.48155676412505 4.5648517095677 0.00512423535506933 0.117961961845444
"ENSG00000169251.8" 0.629548243384 7.84923159366633 0.00512663988824875 0.117961961845444
"ENSG00000006432.11" -0.959886754479159 5.59828484384737 0.0051287809498019 0.117961961845444
"ENSG00000101096.15" -1.44575934996535 3.66768626543377 0.00519455783094509 0.119181021418799
"ENSG00000117407.12" 1.54785074195421 1.9494907822615 0.0052005241675787 0.119181021418799
"ENSG00000182118.5" 1.32108830291944 4.01865136388024 0.00525542989509306 0.120222684956274
"ENSG00000111641.6" 0.907952751363285 5.26608973162676 0.0052712388920882 0.120367841056499
"ENSG00000106263.13" 0.883144681094788 9.63672867533443 0.00549479169638293 0.125247769867911
"ENSG00000120306.5" -1.54391691627844 5.23568296749857 0.00559792942405794 0.127370419221096
"ENSG00000169851.11" -1.27577075576147 3.56039404814428 0.0056474665342221 0.128268083658519
"ENSG00000107185.8" -1.05215020363553 4.50205004630859 0.00567284326145632 0.128614783319898
"ENSG00000205595.3" 1.60938348244145 1.67069865720139 0.00569284261487185 0.128717064009145
"ENSG00000075223.9" 0.611819367587748 8.70798136615266 0.00569759470376199 0.128717064009145
"ENSG00000198517.5" 0.647117986710613 7.56411094156214 0.00582350542516524 0.131328307628859
"ENSG00000005469.7" 1.02707624762083 4.85630392119176 0.0058828538510943 0.132431890499236
"ENSG00000213694.3" -0.932690883508537 4.96284568715197 0.00591118608407238 0.132834586224941
"ENSG00000151575.10" -1.79400030987031 1.44995162503755 0.005954695243885 0.133279343494127
"ENSG00000112419.10" -0.830679240964168 5.32257320096764 0.00596036546969579 0.133279343494127
"ENSG00000243452.3" 0.782094839077356 6.47432854321104 0.00596866278144154 0.133279343494127
"ENSG00000163932.9" 0.662688832329648 7.55486309693791 0.00597289297835148 0.133279343494127
"ENSG00000243927.1" -0.949362273799012 5.03505585322902 0.00601249308395498 0.133928020201092
"ENSG00000134508.8" -0.837823941921809 7.06289291254893 0.00606855970895022 0.134940578563178
"ENSG00000205978.5" -1.52156749110385 3.41053044021774 0.00612204975643203 0.135892409863977
"ENSG00000125124.7" 1.58434753368066 4.86973897075589 0.00617926982251956 0.13677935268862
"ENSG00000166170.9" 0.664130493391564 6.30792104812668 0.00618351504017271 0.13677935268862
"ENSG00000178665.10" -1.63833997295153 1.49978766335857 0.0062481108320442 0.137968266793004
"ENSG00000158246.7" -1.53210163749784 1.52447400505483 0.00634773030931072 0.139911890505955
"ENSG00000171453.13" 0.798843081155615 5.86186769762421 0.00635813135564445 0.139911890505955
"ENSG00000189067.8" 0.634361092979326 6.71689615358178 0.00637113377943867 0.139955873127255
"ENSG00000142207.5" 0.68025439303343 6.20708437202988 0.00641527161807054 0.140682482259033
"ENSG00000179409.6" 0.788048873692341 5.63994808149498 0.00655193436662176 0.143195988289845
"ENSG00000197050.6" 1.40542288908219 2.60362104041352 0.00655713484202939 0.143195988289845
"ENSG00000205838.8" -1.64284785015712 1.16802997539608 0.00656366547472124 0.143195988289845
"ENSG00000259529.1" -0.896137851471694 5.84111796601021 0.00658051578269432 0.143317774383714
"ENSG00000156804.3" 1.12604618111078 4.33181767144971 0.00662816654181753 0.144108803838252
"ENSG00000137203.6" -0.868131399545943 5.26719720678863 0.00666134820770626 0.144351896912961
"ENSG00000064205.6" 1.47734575231378 2.03192798023004 0.00666204603254248 0.144351896912961
"ENSG00000071575.7" -1.34108440140044 3.36768618451761 0.00678531003243898 0.146650215285012
"ENSG00000196411.5" -0.816329950024001 8.20486049403538 0.00679117672795598 0.146650215285012
"ENSG00000135709.8" -0.635341567051785 6.48139766183973 0.00682042058737717 0.147032083815
"ENSG00000109321.6" 1.60446107971717 1.69214386951918 0.00683621339234161 0.147123177897112
"ENSG00000198960.6" 1.03856563305763 4.53360155823226 0.00685061999175696 0.147184181883711
"ENSG00000197958.8" -0.639315086891582 7.86182964962613 0.0069177735731125 0.147796132676279
"ENSG00000117069.10" -1.66428599679445 1.58366724619894 0.00691906917053091 0.147796132676279
"ENSG00000167183.2" -0.748382001510783 5.80563852745794 0.0069249243352598 0.147796132676279
"ENSG00000134294.9" 0.609853376579194 10.2779150194714 0.00692558338509805 0.147796132676279
"ENSG00000269858.1" 0.711357357495261 6.32348603169034 0.00707441645084222 0.15071943523997
"ENSG00000101935.5" 0.64876715356402 6.32155627636799 0.0071092841341894 0.151104824450775
"ENSG00000171570.6" -1.54160485215445 2.2945266611131 0.00711626620379072 0.151104824450775
"ENSG00000087495.12" -1.36888570756362 2.93716342534859 0.00713565850017078 0.151264067439454
"ENSG00000112584.9" 0.774906220427469 5.49820850580315 0.00715223208445274 0.151363127923718
"ENSG00000124383.4" 0.819219904109242 6.07630671216606 0.00724621024443027 0.153097255978253
"ENSG00000251369.4" 1.35172833537637 3.50311430520835 0.00733262367352676 0.154666070486877
"ENSG00000166619.8" 0.641050966445373 6.55284973927201 0.00738200940260566 0.155449962900234
"ENSG00000259316.3" -2.70049209173979 3.33777569415135 0.00741895229808232 0.155838947303699
"ENSG00000185650.8" 0.826474743374091 6.33061591526935 0.00742984274350279 0.155838947303699
"ENSG00000172819.12" -0.6370650607217 7.40842957956403 0.00743723885630515 0.155838947303699
"ENSG00000177542.6" 1.51098834797192 3.8284599171315 0.00749337939221895 0.156757060015844
"ENSG00000142528.11" 1.22959168970348 4.69701599433195 0.00750808585649866 0.156806804612162
"ENSG00000164338.5" 0.907237832396763 5.05910946363531 0.00759442843170765 0.158350057742442
"ENSG00000110436.7" 0.955079178531319 4.74639857735284 0.00760845488454759 0.158382876721049
"ENSG00000126773.8" 1.17080278088848 5.4485277848685 0.007680977802376 0.159631301745785
"ENSG00000088367.16" 0.63155529035407 6.4236668726757 0.00774336545268557 0.16066535920507
"ENSG00000225526.4" 2.50145053609317 2.52876570137118 0.00776898147565793 0.160934324737611
"ENSG00000198298.8" 1.22377602208741 3.57027099031765 0.00782686295204325 0.161506819041708
"ENSG00000127527.9" 0.61822284860648 6.9768644625981 0.00782802899921628 0.161506819041708
"ENSG00000179431.5" 1.32748029456493 3.02650703842873 0.00783471242619182 0.161506819041708
"ENSG00000130222.6" 1.29517758579277 3.35775002796074 0.00789477867399668 0.162481698955605
"ENSG00000168143.8" -0.792860086025638 5.43745972912986 0.00795156345646567 0.163386002589316
"ENSG00000215193.8" 0.98303917182736 5.24406478044647 0.00798062084458077 0.163664384899724
"ENSG00000157014.6" -0.621317448809845 6.64557826944835 0.00799084700233733 0.163664384899724
"ENSG00000049130.9" -0.801366595431471 5.72801623771152 0.00810379579025546 0.16546127439105
"ENSG00000111817.12" 2.92063370752392 6.36399878990903 0.00810459736973222 0.16546127439105
"ENSG00000171320.10" 0.767445243351802 5.55212963220489 0.00813256319619392 0.165631380639775
"ENSG00000056736.5" 0.945705179152607 4.76103698247322 0.00813897420393579 0.165631380639775
"ENSG00000111885.5" 0.812618573208711 5.30255079050183 0.00821836122023159 0.166979770543332
"ENSG00000105819.9" -0.937230141326725 7.4069245360192 0.00825165974476863 0.167346313034434
"ENSG00000129911.4" 0.764361956707634 5.74595707162438 0.00826428966632262 0.167346313034434
"ENSG00000198576.2" 1.6863443614729 1.64007545979749 0.00827587317388621 0.167346313034434
"ENSG00000163755.4" -0.634964426357974 7.36663036145741 0.00834396182113731 0.168455318100072
"ENSG00000107937.14" 0.611211439558243 7.72806742201489 0.00841362307880259 0.169592507035325
"ENSG00000164307.8" -1.08307288420588 5.83948441139227 0.00845362175480621 0.170015657307485
"ENSG00000100056.7" 1.05554454375328 4.23549449819974 0.00846135003346473 0.170015657307485
"ENSG00000100207.14" 0.929709753998565 5.92941381375393 0.0085789351607824 0.171855691248911
"ENSG00000112739.12" 0.814621536225619 7.73688201455468 0.00858864602202495 0.171855691248911
"ENSG00000123213.18" 1.12485180856145 5.37940776692819 0.00859346014893527 0.171855691248911
"ENSG00000171763.13" 1.31984477972335 3.08728272773905 0.00865289759731033 0.172458463103489
"ENSG00000141576.10" -0.860935323910128 5.04377211599663 0.00865848044787239 0.172458463103489
"ENSG00000153443.8" 0.619365853051376 6.51164235010781 0.00866427847496888 0.172458463103489
"ENSG00000172428.6" 1.14589138705813 4.50975067702731 0.00868625480006288 0.172625741878125
"ENSG00000165169.6" 1.41742717941504 2.47217498257874 0.00871192291891035 0.172865752894884
"ENSG00000184454.6" 1.53029355465976 1.04397923856565 0.00877412446303097 0.173828799135967
"ENSG00000153786.8" -0.769598828977765 7.79880063695241 0.0088014502454138 0.173933644912701
"ENSG00000072858.6" -0.746986494124184 5.72564377379567 0.00881615158154161 0.173933644912701
"ENSG00000136908.13" 0.818563752582829 5.37715377401385 0.00882044193479772 0.173933644912701
"ENSG00000189319.9" -0.717533640614557 5.88045381230824 0.00894273825115541 0.175792959291025
"ENSG00000112365.4" 0.990970658017236 4.48830774963501 0.00894522557743265 0.175792959291025
"ENSG00000144959.5" -0.970682106640861 4.98391425932828 0.00896148422802891 0.175792959291025
"ENSG00000085872.10" 0.620956759156384 6.36249297513307 0.0089775451729455 0.175792959291025
"ENSG00000204519.6" 1.35683666983895 3.14026578860055 0.00898383705787926 0.175792959291025
"ENSG00000101665.4" 0.824769453958106 5.1858721962344 0.00906094729583743 0.177029475661684
"ENSG00000084444.9" 0.722602303587564 5.9366845059017 0.00919406599553437 0.17935479355399
"ENSG00000213901.6" -1.49528869161878 1.64958127768477 0.00924315307056229 0.180036238751121
"ENSG00000080503.15" 0.600612803595163 6.70977915538511 0.00933947471410529 0.181058491055836
"ENSG00000198743.5" 2.05281835972279 3.5608569299149 0.00934606393180231 0.181058491055836
"ENSG00000171681.8" -0.711106645850487 5.95205306256922 0.00934613349715528 0.181058491055836
"ENSG00000213516.5" -2.34622794745227 4.65873984594592 0.00935257713842947 0.181058491055836
"ENSG00000100280.12" 0.588862737973851 8.01558459974231 0.00942214965609846 0.181622755736261
"ENSG00000111859.12" -0.700232889578296 6.00140271096253 0.0094306306149944 0.181622755736261
"ENSG00000176788.7" -1.4381045223847 6.09674166992669 0.00943126166448283 0.181622755736261
"ENSG00000166387.7" -1.1360847377987 3.81385842991798 0.0094413723153679 0.181622755736261
"ENSG00000127720.3" -1.33714767866434 2.75206907167278 0.00945312243866695 0.181622755736261
"ENSG00000180891.8" 1.17505026781533 3.93203593586763 0.00949120697797072 0.182079429189758
"ENSG00000149582.11" -1.88365178218415 1.92065504718906 0.00955306099030053 0.182722984378443
"ENSG00000130921.3" 1.16267265484524 4.49446733195238 0.00956079026840146 0.182722984378443
"ENSG00000165684.3" 0.705613615755212 5.9985594576551 0.00957519854671053 0.182722984378443
"ENSG00000186654.16" 2.12372912196815 1.96323648520314 0.00959839736046909 0.182722984378443
"ENSG00000145365.10" 1.23829603686327 3.46385453127492 0.00961137076356498 0.182722984378443
"ENSG00000163743.9" -1.28131910088254 4.46886488410308 0.00962098296423486 0.182722984378443
"ENSG00000196371.2" 1.36306818085184 2.89732820691308 0.00962531641902324 0.182722984378443
"ENSG00000128567.12" 0.714827267393122 6.42640763128293 0.00964290711103418 0.182784106624804
"ENSG00000178764.6" -0.868787243483413 6.32052860702228 0.00970897195574076 0.183762521287302
"ENSG00000143367.11" -0.617173991457552 7.33076301028505 0.00975344373113574 0.184329941777586
"ENSG00000272762.1" 1.5793984664471 1.21692085782581 0.00983903479982603 0.185671637416895
"ENSG00000173281.4" 0.691564500271756 6.06274993930083 0.0100575280933204 0.189276537108509
"ENSG00000161714.7" 0.843624828537279 7.27876226617032 0.0100663873257367 0.189276537108509
"ENSG00000084628.5" 1.57106635836079 0.938120973268942 0.0100747083593412 0.189276537108509
"ENSG00000168453.10" 0.968748937961825 4.4844602596272 0.0101213196168379 0.189871776115872
"ENSG00000180694.9" 0.581418965031584 8.34445251404435 0.0102299934549654 0.191627815543012
"ENSG00000197594.7" -0.84537875482503 5.04212551363024 0.0103285622273972 0.193038842281821
"ENSG00000126804.9" -0.886788975934105 5.34530767708635 0.0103356750997657 0.193038842281821
"ENSG00000117155.12" -0.849550060447612 5.00023038604365 0.0103967605634791 0.193895011153798
"ENSG00000166225.4" 0.713215339449429 6.50169019439662 0.0104170583183149 0.193989113836964
"ENSG00000095596.7" 1.39425845187895 1.8183739070029 0.0105694836369468 0.196539857278255
"ENSG00000182141.5" -1.23947994586615 3.90201062734953 0.0108435780920617 0.201197280152721
"ENSG00000177169.5" 0.598438517784631 7.80498586146532 0.0108515869317373 0.201197280152721
"ENSG00000089692.4" -1.60559466125746 0.886630008611199 0.010871251546421 0.201268483870347
"ENSG00000088298.8" -1.3456062006679 4.39620179694719 0.0109038692910751 0.201578944059861
"ENSG00000166509.6" -0.721762025422858 6.45946334579641 0.0109529049548687 0.202191579275725
"ENSG00000000457.9" -1.00630686754542 4.81827818714433 0.0110007241397048 0.202780014975225
"ENSG00000124201.10" -0.834105827649482 7.83055485856896 0.0110666552005101 0.203528030311383
"ENSG00000269549.1" -1.36050338543282 2.12717693194556 0.0110733074121768 0.203528030311383
"ENSG00000225921.2" 1.00301645504212 6.04981308819738 0.0111139781488161 0.203980790872716
"ENSG00000167524.10" 1.97956717338131 0.802977336062593 0.0111865165047323 0.20501628735402
"ENSG00000259784.1" 1.69900810091908 2.13924613956666 0.0112280141134304 0.205144517281568
"ENSG00000114790.8" 0.627505075574699 6.26910079316182 0.0112338714069096 0.205144517281568
"ENSG00000137944.12" 0.834597696076375 5.38202340932975 0.0112564578739482 0.205144517281568
"ENSG00000106546.8" -0.718143057888072 5.75682046304934 0.0112703886746008 0.205144517281568
"ENSG00000144381.12" 0.842998190701162 9.51054601513651 0.0112741581555009 0.205144517281568
"ENSG00000031003.6" 0.817646546006269 6.78353854061405 0.0113394176300589 0.20603721833817
"ENSG00000163138.14" 1.35571035141368 4.55221013705211 0.0113940655198129 0.206734835016406
"ENSG00000234972.4" -1.53001732356733 1.19206769121383 0.0115508375559942 0.209280773325769
"ENSG00000134253.5" -1.08673572447005 4.23686359553862 0.0116664425948756 0.210363400742003
"ENSG00000164949.3" 1.52437165684254 1.80632784268842 0.0116770957058653 0.210363400742003
"ENSG00000089060.7" -1.15570852420402 4.64617119819875 0.0116786887435634 0.210363400742003
"ENSG00000153237.13" -1.74343048466101 1.73409869637957 0.0116806120297071 0.210363400742003
"ENSG00000107262.12" 0.5718965591493 8.00920716610467 0.0116951671416149 0.210363400742003
"ENSG00000272410.1" 1.54606487513214 3.39222314667773 0.0117098268515872 0.210363400742003
"ENSG00000180336.13" -1.87033396054127 2.71331681437206 0.0118032174889277 0.211742063810539
"ENSG00000130701.3" -1.02621714194642 4.16078909406295 0.0118749879758476 0.212729538119444
"ENSG00000172113.4" -1.29782791511229 3.86731730016827 0.0120416581765331 0.215411885157981
"ENSG00000167552.9" 0.998492188987491 8.56476847469209 0.0120852294503361 0.21561316800322
"ENSG00000165891.11" -0.886923928695808 4.88371208633659 0.0120868141195295 0.21561316800322
"ENSG00000183354.7" -1.15521226325118 4.13574470496617 0.012226077485387 0.217791988146551
"ENSG00000064703.7" 0.610858460476212 6.3436170771886 0.0123102400589481 0.218984536097568
"ENSG00000152977.5" 1.81935953655539 3.97711193171896 0.0123597776493449 0.21955867586874
"ENSG00000248835.2" -1.76105542183029 1.45665000320868 0.012462586934914 0.220819614511924
"ENSG00000152464.10" 1.18196482289662 4.83737892856043 0.0124654833885967 0.220819614511924
"ENSG00000164091.7" 0.773968494380082 7.25963289519993 0.012578387809587 0.222509755980719
"ENSG00000118420.12" 1.16842363037405 3.48122631409772 0.012597736846749 0.222542520769168
"ENSG00000130479.6" 1.21762021585302 3.48579163176051 0.0126281231616102 0.222596734994365
"ENSG00000151883.12" -0.839494365621356 4.99686779341977 0.012652339776146 0.222596734994365
"ENSG00000122707.7" -1.54499428002244 1.12105443643085 0.0126752301573936 0.222596734994365
"ENSG00000116106.7" -0.934470164732029 4.53671487143823 0.0126922282472721 0.222596734994365
"ENSG00000116455.9" 0.596754271613548 6.43979216789041 0.0127028475041927 0.222596734994365
"ENSG00000139211.5" -0.736639435979061 5.39291512171378 0.0127058125328964 0.222596734994365
"ENSG00000227051.4" 1.02531595266165 4.83296874630719 0.0127418364459627 0.222854802907762
"ENSG00000173145.7" 1.02948644608715 5.32389376980301 0.0127555858571311 0.222854802907762
"ENSG00000213096.5" 1.2593643291855 3.10074667781081 0.0127881112042007 0.223116579432413
"ENSG00000172893.11" 0.701962815108592 8.29658798984418 0.0128154002284648 0.223286404802525
"ENSG00000186919.8" -2.22577544535566 5.34661118134267 0.0129119221393062 0.22465888623377
"ENSG00000197837.3" -1.90232146755985 1.27533260879226 0.0129367573568369 0.22465888623377
"ENSG00000170903.6" 1.30895029371565 2.5823174600032 0.0129471627965527 0.22465888623377
"ENSG00000120149.7" -0.91098091949799 5.2838991024276 0.0129982266997587 0.225237664024838
"ENSG00000113163.11" -0.978699472330147 5.70290039032546 0.0130432964706509 0.225310816365379
"ENSG00000134830.3" 1.22964490873897 3.04230410098784 0.0130467661480406 0.225310816365379
"ENSG00000123989.9" 0.563376045826168 6.72592172690144 0.0130555917651769 0.225310816365379
"ENSG00000127080.5" 0.824925134569029 5.13774108852877 0.0131097648026519 0.225939157892859
"ENSG00000072422.12" 1.37569705737417 2.44783910482049 0.0132480583699942 0.227845856156846
"ENSG00000104413.11" -0.591292974347683 7.57342344048637 0.0132562256117671 0.227845856156846
"ENSG00000175416.8" 0.614562151401772 6.27989066310466 0.013284196041966 0.228018474301978
"ENSG00000142544.6" 1.12388824115945 3.58713672366498 0.0133679312045276 0.229146518854968
"ENSG00000115561.10" 1.01671491653389 7.56676337863044 0.0134663822646482 0.230523440140055
"ENSG00000205476.4" 0.705363149711951 7.42757243603247 0.0136014883159201 0.232523292863155
"ENSG00000118898.11" -0.781027337340634 7.67605393433611 0.0136487315445782 0.232557517986486
"ENSG00000119547.5" 0.924937683310175 4.63177128690233 0.0136489582588568 0.232557517986486
"ENSG00000135245.9" -0.583443363279399 6.30861713665828 0.0136583431036956 0.232557517986486
"ENSG00000159733.9" 1.42898254094509 2.47553334013755 0.0138107987211749 0.234838969163935
"ENSG00000141101.8" 0.553541269211987 6.74701364511463 0.0139023846234625 0.23608068094235
"ENSG00000132879.9" 1.21861993448411 3.72841968859858 0.0140394785750476 0.23809083732804
"ENSG00000213699.4" 0.791245943469687 5.36354794426434 0.0141011128694513 0.238817649249736
"ENSG00000078747.8" 0.585190315644733 7.04191673415317 0.0141217469666289 0.238849068708182
"ENSG00000181444.8" -0.581774925873568 6.61526563314516 0.014179797497268 0.239512409518926
"ENSG00000168924.10" 0.556916937062465 6.73859026817383 0.0142641782743891 0.24061814784079
"ENSG00000259075.2" 1.52874218552137 3.00303984518626 0.0143332184872807 0.241462524423475
"ENSG00000169129.10" 1.37961921829413 2.02620348088366 0.0144627234365937 0.2433219304101
"ENSG00000184675.5" 0.82929172278043 4.92757051301822 0.0145195222340777 0.243689266174071
"ENSG00000103326.6" 0.594374882143712 7.23814536760173 0.0145228763078816 0.243689266174071
"ENSG00000162981.12" -0.813418770658996 5.07520271253775 0.0145707913825468 0.24411856917544
"ENSG00000146223.10" 0.769438591555894 5.99424657138699 0.01458684743874 0.24411856917544
"ENSG00000188316.9" -1.71562907672832 1.9652573735391 0.0146874541556311 0.245028056852087
"ENSG00000124496.8" -0.563677151572853 6.67628789519933 0.0146893618040264 0.245028056852087
"ENSG00000171940.9" -0.552138063886567 10.1781871803092 0.0146989863494097 0.245028056852087
"ENSG00000164035.5" -0.846637468358669 5.71671514467237 0.0148218548008832 0.246553071092726
"ENSG00000114767.6" 0.795381276688127 5.12153146546612 0.014848456226956 0.246553071092726
"ENSG00000183765.16" 0.970099727669853 4.27749716913993 0.0148486242988465 0.246553071092726
"ENSG00000004399.8" 0.609847861488065 6.4673276944837 0.0149732860413701 0.248155664681641
"ENSG00000079308.12" 1.15158584137671 3.4701651812449 0.0149841615280683 0.248155664681641
"ENSG00000123427.11" 1.43546028542453 2.83750858112475 0.015016254088076 0.24836376559979
"ENSG00000130749.5" -0.650654324331005 6.63512975858267 0.0151611017056226 0.250101772221222
"ENSG00000172915.14" 0.761668133242262 6.61765226940537 0.0151776219101328 0.250101772221222
"ENSG00000187860.6" 2.21153671247354 1.02373336652269 0.0151803261384373 0.250101772221222
"ENSG00000197885.6" -1.29242124786721 4.17816403086517 0.0152038143488161 0.250164702073211
"ENSG00000182093.10" -0.885044832778651 5.36866943173183 0.0152365057213545 0.250378703191095
"ENSG00000101343.10" -0.83538907862435 6.29013371233747 0.0152867654510915 0.25088047712572
"ENSG00000180822.7" 0.961119685956303 4.39821642231274 0.0154238561786858 0.252804158165856
"ENSG00000155966.9" -1.39209153981098 1.39049692287345 0.0155068086692197 0.253836678846597
"ENSG00000130669.13" 0.573769595079499 7.08088357266064 0.0155444420591797 0.253895338875389
"ENSG00000107554.11" 0.749236906091651 5.35541947036391 0.0155503159826974 0.253895338875389
"ENSG00000124942.9" 1.67956388562257 8.66230870403693 0.0155881822982972 0.254187295707746
"ENSG00000196781.9" -0.582949735356165 7.05331015300772 0.015640398108636 0.254413267689056
"ENSG00000064195.7" 1.1611760597901 3.34979267625937 0.015653315582018 0.254413267689056
"ENSG00000174173.6" 0.67028992375464 5.8381082221371 0.0156620480069605 0.254413267689056
"ENSG00000065613.9" 0.576182272448626 7.29151903871167 0.0158656527726308 0.257391884713126
"ENSG00000111424.6" 0.64222988506428 6.10537668375948 0.0159078081617293 0.25774702166756
"ENSG00000095739.7" 0.563384469189928 8.0185309263868 0.0159470077488332 0.258053424373294
"ENSG00000119285.6" 0.618186399732857 7.11826404060752 0.0159812634371299 0.258082411665582
"ENSG00000118523.5" -1.2339366847983 2.61659290049618 0.0159893812715213 0.258082411665582
"ENSG00000010072.11" -1.19401681646819 3.73291249912896 0.0160314595061966 0.258433629226001
"ENSG00000151929.5" 0.558466726670966 7.69355157693146 0.0160710216290558 0.258743448227799
"ENSG00000134909.14" -0.702483715599277 5.80974734855865 0.0162602668934839 0.261459335800532
